zipcode,school_district
87061,Estancia Municipal Schools
87062,Belen Consolidated Schools
87063,Estancia Municipal Schools
87064,Jemez Mountain Public Schools
87068,Albuquerque Public Schools
87070,Moriarty Municipal Schools
87072,Bernalillo Public Schools
87083,Bernalillo Public Schools
87101,Albuquerque Public Schools
87102,Albuquerque Public Schools
87104,Albuquerque Public Schools
87105,Albuquerque Public Schools
87106,Albuquerque Public Schools
87107,Albuquerque Public Schools
87108,Albuquerque Public Schools
87109,Albuquerque Public Schools
87110,Albuquerque Public Schools
87111,Albuquerque Public Schools
87112,Albuquerque Public Schools
87113,Albuquerque Public Schools
87114,Albuquerque Public Schools
87116,Albuquerque Public Schools
87117,Albuquerque Public Schools
87120,Albuquerque Public Schools
87121,Albuquerque Public Schools
87122,Albuquerque Public Schools
87123,Albuquerque Public Schools
87124,Rio Rancho Public Schools
87144,Rio Rancho Public Schools
87151,Albuquerque Public Schools
87301,Gallup-McKinley County Schools
87305,Gallup-McKinley County Schools
87310,Gallup-McKinley County Schools
87311,Gallup-McKinley County Schools
87312,Gallup-McKinley County Schools
87313,Gallup-McKinley County Schools
87315,Quemado Independent Schools
87316,Gallup-McKinley County Schools
87317,Gallup-McKinley County Schools
87319,Gallup-McKinley County Schools
87320,Gallup-McKinley County Schools
87321,Grants-Cibola County Schools
87322,Gallup-McKinley County Schools
87323,Gallup-McKinley County Schools
87325,Gallup-McKinley County Schools
87326,Gallup-McKinley County Schools
87327,Zuni Public Schools
87328,Chinle Unified District
87347,Gallup-McKinley County Schools
87357,Grants-Cibola County Schools
87364,Central Consolidated Schools
87365,Gallup-McKinley County Schools
87375,Gallup-McKinley County Schools
87401,Farmington Municipal Schools
87402,Farmington Municipal Schools
87410,Aztec Municipal Schools
87412,Dulce Independent Schools
87413,Bloomfield Municipal Schools
87415,Farmington Municipal Schools
87416,Central Consolidated Schools
87417,Central Consolidated Schools
87418,Farmington Municipal Schools
87419,Dulce Independent Schools
87420,Central Consolidated Schools
87421,Central Consolidated Schools
87455,Central Consolidated Schools
87461,Central Consolidated Schools
87499,Farmington Municipal Schools
87501,Santa Fe Public Schools
87505,Santa Fe Public Schools
87506,Pojoaque Valley Public Schools
87507,Santa Fe Public Schools
87508,Santa Fe Public Schools
87510,Chama Valley Independent Schools
87511,Espa̱ola Municipal Schools
87512,Questa Independent Schools
87513,Mesa Vista Consolidated Schools
87514,Taos Municipal Schools
87515,Chama Valley Independent Schools
87516,Jemez Mountain Public Schools
87517,Mesa Vista Consolidated Schools
87518,Chama Valley Independent Schools
87519,Questa Independent Schools
87520,Chama Valley Independent Schools
87521,Pe̱asco Independent Schools
87522,Pojoaque Valley Public Schools
87523,Espa̱ola Municipal Schools
87524,Questa Independent Schools
87525,Taos Municipal Schools
87527,Espa̱ola Municipal Schools
87528,Dulce Independent Schools
87529,Taos Municipal Schools
87530,Mesa Vista Consolidated Schools
87531,Taos Municipal Schools
87532,Espa̱ola Municipal Schools
87535,Santa Fe Public Schools
87537,Espa̱ola Municipal Schools
87538,Pecos Independent Schools
87539,Mesa Vista Consolidated Schools
87540,Santa Fe Public Schools
87543,Pe̱asco Independent Schools
87544,Jemez Valley Public Schools
87547,Los Alamos Public Schools
87548,Espa̱ola Municipal Schools
87549,Espa̱ola Municipal Schools
87551,Chama Valley Independent Schools
87552,Pecos Independent Schools
87553,Pe̱asco Independent Schools
87554,Mesa Vista Consolidated Schools
87556,Questa Independent Schools
87557,Taos Municipal Schools
87558,Questa Independent Schools
87560,West Las Vegas Public Schools
87562,West Las Vegas Public Schools
87564,Taos Municipal Schools
87565,West Las Vegas Public Schools
87566,Espa̱ola Municipal Schools
87567,Espa̱ola Municipal Schools
87569,West Las Vegas Public Schools
87571,Taos Municipal Schools
87573,Pecos Independent Schools
87575,Chama Valley Independent Schools
87577,Mesa Vista Consolidated Schools
87578,Espa̱ola Municipal Schools
87579,Pe̱asco Independent Schools
87580,Taos Municipal Schools
87581,Mesa Vista Consolidated Schools
87582,Espa̱ola Municipal Schools
87583,West Las Vegas Public Schools
87701,Las Vegas City Public Schools
87710,Cimarron Public Schools
87711,West Las Vegas Public Schools
87712,Mora Independent Schools
87713,Mora Independent Schools
87714,Cimarron Public Schools
87715,Mora Independent Schools
87718,Cimarron Public Schools
87722,Mora Independent Schools
87723,Mora Independent Schools
87724,Santa Rosa Consolidated Schools
87728,Maxwell Municipal Schools
87729,Springer Municipal Schools
87730,Roy Municipal Schools
87731,Las Vegas City Public Schools
87732,Mora Independent Schools
87733,Mosquero Municipal Schools
87734,Wagon Mound Public Schools
87735,Mora Independent Schools
87736,Mora Independent Schools
87740,Raton Public Schools
87742,Las Vegas City Public Schools
87743,Roy Municipal Schools
87745,Las Vegas City Public Schools
87746,West Las Vegas Public Schools
87747,Springer Municipal Schools
87749,Cimarron Public Schools
87750,Wagon Mound Public Schools
87752,Wagon Mound Public Schools
87753,Wagon Mound Public Schools
87801,Socorro Consolidated Schools
87820,Reserve Independent Schools
87821,Quemado Independent Schools
87823,Socorro Consolidated Schools
87824,Reserve Independent Schools
87825,Magdalena Municipal Schools
87827,Quemado Independent Schools
87828,Socorro Consolidated Schools
87829,Quemado Independent Schools
87830,Reserve Independent Schools
87831,Socorro Consolidated Schools
87832,Socorro Consolidated Schools
87901,Truth or Consequences Schools
87930,Truth or Consequences Schools
87931,Truth or Consequences Schools
87933,Truth or Consequences Schools
87935,Truth or Consequences Schools
87936,Hatch Valley Municipal Schools
87937,Hatch Valley Municipal Schools
87939,Truth or Consequences Schools
87940,Hatch Valley Municipal Schools
87941,Hatch Valley Municipal Schools
87942,Truth or Consequences Schools
87943,Truth or Consequences Schools
88001,Las Cruces Public Schools
88002,Las Cruces Public Schools
88003,Las Cruces Public Schools
88004,Las Cruces Public Schools
88005,Las Cruces Public Schools
88007,Las Cruces Public Schools
88008,Gadsden Independent Schools
88009,Animas Public Schools
88011,Las Cruces Public Schools
88012,Hatch Valley Municipal Schools
88020,Animas Public Schools
88021,Gadsden Independent Schools
88022,Silver City Consolidated Schools
88023,Cobre Consolidated Schools
88024,Gadsden Independent Schools
88025,Silver City Consolidated Schools
88026,Cobre Consolidated Schools
88027,Gadsden Independent Schools
88028,Silver City Consolidated Schools
88029,Deming Public Schools
88030,Deming Public Schools
88034,Cobre Consolidated Schools
88038,Silver City Consolidated Schools
88039,Reserve Independent Schools
88040,Animas Public Schools
88041,Cobre Consolidated Schools
88042,Truth or Consequences Schools
88043,Cobre Consolidated Schools
88044,Gadsden Independent Schools
88045,Lordsburg Municipal Schools
88046,Las Cruces Public Schools
88047,Las Cruces Public Schools
88048,Gadsden Independent Schools
88049,Cobre Consolidated Schools
88051,Silver City Consolidated Schools
88052,Las Cruces Public Schools
88053,Silver City Consolidated Schools
88055,Silver City Consolidated Schools
88056,Animas Public Schools
88061,Silver City Consolidated Schools
88063,Gadsden Independent Schools
88065,Silver City Consolidated Schools
88072,Gadsden Independent Schools
88081,Alamogordo Public Schools
88101,Clovis Municipal Schools
88103,Clovis Municipal Schools
88112,Grady Municipal Schools
88113,Dora Consolidated Schools
88114,Tatum Municipal Schools
88115,Dora Consolidated Schools
88116,Elida Municipal Schools
88118,Floyd Municipal Schools
88119,Fort Sumner Municipal Schools
88120,Grady Municipal Schools
88121,House Municipal Schools
88124,Melrose Public Schools
88125,Dora Consolidated Schools
88126,Dora Consolidated Schools
88130,Portales Municipal Schools
88132,Dora Consolidated Schools
88134,Fort Sumner Municipal Schools
88135,Texico Municipal Schools
88136,Fort Sumner Municipal Schools
88201,Roswell Independent Schools
88203,Dexter Consolidated Schools
88210,Artesia Public Schools
88220,Carlsbad Municipal Schools
88230,Dexter Consolidated Schools
88231,Eunice Municipal Schools
88232,Hagerman Municipal Schools
88240,Hobbs Municipal Schools
88242,Hobbs Municipal Schools
88244,Hobbs Municipal Schools
88250,Artesia Public Schools
88252,Jal Public Schools
88253,Lake Arthur Municipal Schools
88254,Artesia Public Schools
88255,Artesia Public Schools
88256,Carlsbad Municipal Schools
88260,Lovington Public Schools
88262,Tatum Municipal Schools
88263,Carlsbad Municipal Schools
88264,Lovington Public Schools
88265,Hobbs Municipal Schools
88267,Tatum Municipal Schools
88268,Carlsbad Municipal Schools
88301,Carrizozo Municipal Schools
88310,Alamogordo Public Schools
88311,Alamogordo Public Schools
88312,Capitan Municipal Schools
88314,Tularosa Municipal Schools
88316,Capitan Municipal Schools
88317,Cloudcroft Municipal Schools
88318,Corona Municipal Schools
88321,Vaughn Municipal Schools
88323,Capitan Municipal Schools
88324,Ruidoso Municipal Schools
88325,Alamogordo Public Schools
88330,Alamogordo Public Schools
88336,Hondo Valley Public Schools
88337,Alamogordo Public Schools
88338,Capitan Municipal Schools
88339,Artesia Public Schools
88340,Tularosa Municipal Schools
88341,Capitan Municipal Schools
88342,Alamogordo Public Schools
88343,Hondo Valley Public Schools
88344,Cloudcroft Municipal Schools
88345,Ruidoso Municipal Schools
88346,Ruidoso Municipal Schools
88347,Cloudcroft Municipal Schools
88348,Hondo Valley Public Schools
88349,Cloudcroft Municipal Schools
88350,Cloudcroft Municipal Schools
88351,Hondo Valley Public Schools
88352,Tularosa Municipal Schools
88353,Vaughn Municipal Schools
88354,Cloudcroft Municipal Schools
88355,Ruidoso Municipal Schools
88401,Tucumcari Public Schools
88410,Clayton Public Schools
88411,San Jon Municipal Schools
88414,Des Moines Municipal Schools
88415,Clayton Public Schools
88416,West Las Vegas Public Schools
88417,Santa Rosa Consolidated Schools
88418,Des Moines Municipal Schools
88419,Des Moines Municipal Schools
88421,West Las Vegas Public Schools
88422,Springer Municipal Schools
88424,Clayton Public Schools
88426,Mosquero Municipal Schools
88427,House Municipal Schools
88430,Logan Municipal Schools
88431,Santa Rosa Consolidated Schools
88434,San Jon Municipal Schools
88435,Santa Rosa Consolidated Schools
88436,Clayton Public Schools
88439,West Las Vegas Public Schools
89001,Lincoln County School District
89002,Clark County School District
89003,Nye County School District
89004,Clark County School District
89005,Clark County School District
89007,Clark County School District
89008,Lincoln County School District
89010,Esmeralda County School District
89011,Clark County School District
89012,Clark County School District
89013,Esmeralda County School District
89014,Clark County School District
89015,Clark County School District
89017,Lincoln County School District
89018,Clark County School District
89019,Clark County School District
89020,Nye County School District
89021,Clark County School District
89022,Nye County School District
89025,Clark County School District
89026,Clark County School District
89027,Clark County School District
89029,Clark County School District
89030,Clark County School District
89031,Clark County School District
89032,Clark County School District
89034,Clark County School District
89039,Clark County School District
89040,Clark County School District
89042,Lincoln County School District
89043,Lincoln County School District
89044,Clark County School District
89045,Nye County School District
89046,Clark County School District
89047,Esmeralda County School District
89048,Nye County School District
89049,Nye County School District
89052,Clark County School District
89054,Clark County School District
89060,Nye County School District
89061,Nye County School District
89070,Clark County School District
89074,Clark County School District
89081,Clark County School District
89084,Clark County School District
89085,Clark County School District
89086,Clark County School District
89101,Clark County School District
89102,Clark County School District
89103,Clark County School District
89104,Clark County School District
89106,Clark County School District
89107,Clark County School District
89108,Clark County School District
89109,Clark County School District
89110,Clark County School District
89113,Clark County School District
89115,Clark County School District
89117,Clark County School District
89118,Clark County School District
89119,Clark County School District
89120,Clark County School District
89121,Clark County School District
89122,Clark County School District
89123,Clark County School District
89124,Clark County School District
89128,Clark County School District
89129,Clark County School District
89130,Clark County School District
89131,Clark County School District
89134,Clark County School District
89135,Clark County School District
89138,Clark County School District
89139,Clark County School District
89141,Clark County School District
89142,Clark County School District
89143,Clark County School District
89144,Clark County School District
89145,Clark County School District
89146,Clark County School District
89147,Clark County School District
89148,Clark County School District
89149,Clark County School District
89156,Clark County School District
89158,Clark County School District
89161,Clark County School District
89166,Clark County School District
89169,Clark County School District
89178,Clark County School District
89179,Clark County School District
89183,Clark County School District
89191,Clark County School District
89301,White Pine County School District
89310,Lander County School District
89311,White Pine County School District
89314,Nye County School District
89315,White Pine County School District
89316,Eureka County School District
89317,White Pine County School District
89318,White Pine County School District
89319,White Pine County School District
89402,Washoe County School District
89403,Lyon County School District
89404,Humboldt County School District
89405,Washoe County School District
89406,Churchill County School District
89408,Churchill County School District
89409,Nye County School District
89410,Douglas County School District
89411,Douglas County School District
89412,Washoe County School District
89413,Douglas County School District
89414,Humboldt County School District
89415,Mineral County School District
89418,Pershing County School District
89419,Pershing County School District
89420,Mineral County School District
89421,McDermitt School District 51
89422,Mineral County School District
89423,Douglas County School District
89424,Washoe County School District
89425,Humboldt County School District
89426,Humboldt County School District
89427,Mineral County School District
89428,Lyon County School District
89429,Lyon County School District
89430,Lyon County School District
89431,Washoe County School District
89433,Washoe County School District
89434,Storey County School District
89436,Washoe County School District
89437,Storey County School District
89438,Humboldt County School District
89439,Washoe County School District
89440,Storey County School District
89441,Washoe County School District
89442,Washoe County School District
89444,Lyon County School District
89445,Humboldt County School District
89446,Humboldt County School District
89447,Lyon County School District
89448,Douglas County School District
89449,Douglas County School District
89450,Washoe County School District
89451,Washoe County School District
89460,Douglas County School District
89496,Churchill County School District
89501,Washoe County School District
89502,Washoe County School District
89503,Washoe County School District
89506,Washoe County School District
89508,Washoe County School District
89509,Washoe County School District
89510,Washoe County School District
89511,Washoe County School District
89512,Washoe County School District
89519,Washoe County School District
89521,Washoe County School District
89523,Washoe County School District
89557,Washoe County School District
89701,Carson City School District
89703,Carson City School District
89704,Washoe County School District
89705,Douglas County School District
89706,Carson City School District
89801,Elko County School District
89815,Elko County School District
89820,Lander County School District
89821,Eureka County School District
89822,Eureka County School District
89823,Elko County School District
89825,Elko County School District
89826,Elko County School District
89828,Elko County School District
89830,Elko County School District
89831,Elko County School District
89832,Elko County School District
89833,Elko County School District
89834,Elko County School District
89835,Elko County School District
89883,Elko County School District
90001,Los Angeles Unified School District
90002,Los Angeles Unified School District
90003,Los Angeles Unified School District
90004,Los Angeles Unified School District
90005,Los Angeles Unified School District
90006,Los Angeles Unified School District
90007,Los Angeles Unified School District
90008,Los Angeles Unified School District
90010,Los Angeles Unified School District
90011,Los Angeles Unified School District
90012,Los Angeles Unified School District
90013,Los Angeles Unified School District
90014,Los Angeles Unified School District
90015,Los Angeles Unified School District
90016,Los Angeles Unified School District
90017,Los Angeles Unified School District
90018,Los Angeles Unified School District
90019,Los Angeles Unified School District
90020,Los Angeles Unified School District
90021,Los Angeles Unified School District
90022,Los Angeles Unified School District
90023,Los Angeles Unified School District
90024,Los Angeles Unified School District
90025,Los Angeles Unified School District
90026,Los Angeles Unified School District
90027,Los Angeles Unified School District
90028,Los Angeles Unified School District
90029,Los Angeles Unified School District
90031,Los Angeles Unified School District
90032,Los Angeles Unified School District
90033,Los Angeles Unified School District
90034,Los Angeles Unified School District
90035,Los Angeles Unified School District
90036,Los Angeles Unified School District
90037,Los Angeles Unified School District
90038,Los Angeles Unified School District
90039,Los Angeles Unified School District
90040,Montebello Unified School District
90041,Los Angeles Unified School District
90042,Los Angeles Unified School District
90043,Los Angeles Unified School District
90044,Los Angeles Unified School District
90045,Los Angeles Unified School District
90046,Los Angeles Unified School District
90047,Los Angeles Unified School District
90048,Los Angeles Unified School District
90049,Los Angeles Unified School District
90052,Los Angeles Unified School District
90056,Inglewood Unified School District
90057,Los Angeles Unified School District
90058,Los Angeles Unified School District
90059,Los Angeles Unified School District
90061,Los Angeles Unified School District
90062,Los Angeles Unified School District
90063,Los Angeles Unified School District
90064,Los Angeles Unified School District
90065,Los Angeles Unified School District
90066,Los Angeles Unified School District
90067,Los Angeles Unified School District
90068,Los Angeles Unified School District
90069,Los Angeles Unified School District
90071,Los Angeles Unified School District
90073,Los Angeles Unified School District
90077,Los Angeles Unified School District
90079,Los Angeles Unified School District
90089,Los Angeles Unified School District
90094,Los Angeles Unified School District
90095,Los Angeles Unified School District
90201,Los Angeles Unified School District
90210,Los Angeles Unified School District
90211,Beverly Hills Unified School District
90212,Beverly Hills Unified School District
90220,Compton Unified School District
90221,Compton Unified School District
90222,Compton Unified School District
90230,Culver City Unified School District
90232,Culver City Unified School District
90240,Downey Unified School District
90241,Downey Unified School District
90242,Downey Unified School District
90245,El Segundo Unified School District
90247,Los Angeles Unified School District
90248,Los Angeles Unified School District
90249,Los Angeles Unified School District
90250,Centinela Valley Union High School District
90254,Hermosa Beach City Elementary School District
90255,Los Angeles Unified School District
90260,Centinela Valley Union High School District
90262,Lynwood Unified School District
90263,Santa Monica-Malibu Unified School District
90265,Santa Monica-Malibu Unified School District
90266,Manhattan Beach Unified School District
90270,Los Angeles Unified School District
90272,Los Angeles Unified School District
90274,Palos Verdes Peninsula Unified School District
90275,Palos Verdes Peninsula Unified School District
90277,Redondo Beach Unified School District
90278,Redondo Beach Unified School District
90280,Los Angeles Unified School District
90290,Los Angeles Unified School District
90291,Los Angeles Unified School District
90292,Los Angeles Unified School District
90293,Los Angeles Unified School District
90301,Inglewood Unified School District
90302,Inglewood Unified School District
90303,Inglewood Unified School District
90304,Centinela Valley Union High School District
90305,Inglewood Unified School District
90401,Santa Monica-Malibu Unified School District
90402,Santa Monica-Malibu Unified School District
90403,Santa Monica-Malibu Unified School District
90404,Santa Monica-Malibu Unified School District
90405,Santa Monica-Malibu Unified School District
90501,Torrance Unified School District
90502,Los Angeles Unified School District
90503,Torrance Unified School District
90504,Torrance Unified School District
90505,Torrance Unified School District
90506,Torrance Unified School District
90601,Whittier City Elementary School District
90602,Whittier Union High School District
90603,East Whittier City Elementary School District
90604,Whittier Union High School District
90605,Whittier Union High School District
90606,Whittier Union High School District
90620,Anaheim Union High School District
90621,Buena Park Elementary School District
90623,Anaheim Union High School District
90630,Anaheim Union High School District
90631,Fullerton Joint Union High School District
90638,Norwalk-La Mirada Unified School District
90639,Norwalk-La Mirada Unified School District
90640,Montebello Unified School District
90650,Norwalk-La Mirada Unified School District
90660,El Rancho Unified School District
90670,Whittier Union High School District
90680,Anaheim Union High School District
90701,ABC Unified School District
90703,ABC Unified School District
90704,Long Beach Unified School District
90706,Bellflower Unified School District
90710,Los Angeles Unified School District
90712,Long Beach Unified School District
90713,Long Beach Unified School District
90715,ABC Unified School District
90716,ABC Unified School District
90717,Los Angeles Unified School District
90720,Los Alamitos Unified School District
90723,Paramount Unified School District
90731,Los Angeles Unified School District
90732,Los Angeles Unified School District
90740,Los Alamitos Unified School District
90742,Huntington Beach City Elementary School District
90743,Los Alamitos Unified School District
90744,Los Angeles Unified School District
90745,Los Angeles Unified School District
90746,Los Angeles Unified School District
90747,Compton Unified School District
90755,Long Beach Unified School District
90802,Long Beach Unified School District
90803,Long Beach Unified School District
90804,Long Beach Unified School District
90805,Long Beach Unified School District
90806,Long Beach Unified School District
90807,Long Beach Unified School District
90808,Long Beach Unified School District
90810,Los Angeles Unified School District
90813,Long Beach Unified School District
90814,Long Beach Unified School District
90815,Long Beach Unified School District
90822,Long Beach Unified School District
90831,Long Beach Unified School District
90840,Long Beach Unified School District
91001,Pasadena Unified School District
91006,Arcadia Unified School District
91007,Arcadia Unified School District
91008,Duarte Unified School District
91010,Duarte Unified School District
91011,La Ca̱ada Unified School District
91016,Monrovia Unified School District
91020,Glendale Unified School District
91024,Pasadena Unified School District
91030,South Pasadena Unified School District
91040,Los Angeles Unified School District
91042,Los Angeles Unified School District
91046,Glendale Unified School District
91101,Pasadena Unified School District
91103,Pasadena Unified School District
91104,Pasadena Unified School District
91105,Pasadena Unified School District
91106,Pasadena Unified School District
91107,Pasadena Unified School District
91108,San Marino Unified School District
91125,Pasadena Unified School District
91201,Glendale Unified School District
91202,Glendale Unified School District
91203,Glendale Unified School District
91204,Glendale Unified School District
91205,Glendale Unified School District
91206,Glendale Unified School District
91207,Glendale Unified School District
91208,Glendale Unified School District
91210,Glendale Unified School District
91214,Glendale Unified School District
91301,Las Virgenes Unified School District
91302,Las Virgenes Unified School District
91303,Los Angeles Unified School District
91304,Los Angeles Unified School District
91306,Los Angeles Unified School District
91307,Los Angeles Unified School District
91311,Los Angeles Unified School District
91316,Los Angeles Unified School District
91320,Conejo Valley Unified School District
91321,William S. Hart Union High School District
91324,Los Angeles Unified School District
91325,Los Angeles Unified School District
91326,Los Angeles Unified School District
91330,Los Angeles Unified School District
91331,Los Angeles Unified School District
91335,Los Angeles Unified School District
91340,Los Angeles Unified School District
91342,Los Angeles Unified School District
91343,Los Angeles Unified School District
91344,Los Angeles Unified School District
91345,Los Angeles Unified School District
91350,William S. Hart Union High School District
91351,William S. Hart Union High School District
91352,Los Angeles Unified School District
91354,William S. Hart Union High School District
91355,William S. Hart Union High School District
91356,Los Angeles Unified School District
91360,Conejo Valley Unified School District
91361,Conejo Valley Unified School District
91362,Conejo Valley Unified School District
91364,Los Angeles Unified School District
91367,Los Angeles Unified School District
91371,Los Angeles Unified School District
91377,Oak Park Unified School District
91381,William S. Hart Union High School District
91384,William S. Hart Union High School District
91387,Sulphur Springs Union Elementary School District
91390,William S. Hart Union High School District
91401,Los Angeles Unified School District
91402,Los Angeles Unified School District
91403,Los Angeles Unified School District
91405,Los Angeles Unified School District
91406,Los Angeles Unified School District
91411,Los Angeles Unified School District
91423,Los Angeles Unified School District
91436,Los Angeles Unified School District
91501,Burbank Unified School District
91502,Burbank Unified School District
91504,Burbank Unified School District
91505,Burbank Unified School District
91506,Burbank Unified School District
91601,Los Angeles Unified School District
91602,Los Angeles Unified School District
91604,Los Angeles Unified School District
91605,Los Angeles Unified School District
91606,Los Angeles Unified School District
91607,Los Angeles Unified School District
91608,Los Angeles Unified School District
91701,Chaffey Joint Union High School District
91702,Azusa Unified School District
91706,Baldwin Park Unified School District
91708,Chino Valley Unified School District
91709,Chino Valley Unified School District
91710,Chino Valley Unified School District
91711,Claremont Unified School District
91722,Covina-Valley Unified School District
91723,Covina-Valley Unified School District
91724,Charter Oak Unified School District
91730,Chaffey Joint Union High School District
91731,El Monte Union High School District
91732,El Monte Union High School District
91733,El Monte Union High School District
91737,Chaffey Joint Union High School District
91739,Chaffey Joint Union High School District
91740,Glendora Unified School District
91741,Glendora Unified School District
91744,Hacienda La Puente Unified School District
91745,Hacienda La Puente Unified School District
91746,Bassett Unified School District
91748,Rowland Unified School District
91750,Bonita Unified School District
91752,Jurupa Unified School District
91754,Alhambra Unified School District
91755,Montebello Unified School District
91759,Claremont Unified School District
91761,Chaffey Joint Union High School District
91762,Chaffey Joint Union High School District
91763,Chaffey Joint Union High School District
91764,Chaffey Joint Union High School District
91765,Walnut Valley Unified School District
91766,Pomona Unified School District
91767,Pomona Unified School District
91768,Pomona Unified School District
91770,Alhambra Unified School District (9-12)
91773,Bonita Unified School District
91775,San Gabriel Unified School District
91776,San Gabriel Unified School District
91780,Temple City Unified School District
91784,Upland Unified School District
91786,Upland Unified School District
91789,Walnut Valley Unified School District
91790,West Covina Unified School District
91791,Covina-Valley Unified School District
91792,Rowland Unified School District
91801,Alhambra Unified School District
91803,Alhambra Unified School District
91901,Grossmont Union High School District
91902,Chula Vista Elementary School District
91905,Mountain Empire Unified School District
91906,Mountain Empire Unified School District
91910,Sweetwater Union High School District
91911,Chula Vista Elementary School District
91913,Chula Vista Elementary School District
91914,Chula Vista Elementary School District
91915,Sweetwater Union High School District
91916,Julian Union High School District
91917,Grossmont Union High School District
91931,Mountain Empire Unified School District
91932,South Bay Union School District
91934,Mountain Empire Unified School District
91935,Grossmont Union High School District
91941,Grossmont Union High School District
91942,Grossmont Union High School District
91945,Grossmont Union High School District
91948,Mountain Empire Unified School District
91950,Sweetwater Union High School District
91962,Mountain Empire Unified School District
91963,Mountain Empire Unified School District
91977,Grossmont Union High School District
91978,Grossmont Union High School District
91980,Mountain Empire Unified School District
92003,Bonsall Unified School District
92004,Borrego Springs Unified School District
92007,San Dieguito Union High School District
92008,Carlsbad Unified School District
92009,Encinitas Union Elementary School District
92010,Carlsbad Unified School District
92011,Carlsbad Unified School District
92014,San Dieguito Union High School District
92019,Grossmont Union High School District
92020,Grossmont Union High School District
92021,Grossmont Union High School District
92024,San Dieguito Union High School District
92025,Escondido Union High School District
92026,Escondido Union Elementary School District
92027,Escondido Union High School District
92028,Fallbrook Union High School District
92029,Escondido Union Elementary School District
92036,Julian Union High School District
92037,San Diego City Unified School District
92040,Grossmont Union High School District
92054,Oceanside Unified School District
92055,Fallbrook Union Elementary School District
92056,Vista Unified School District
92057,Oceanside Unified School District
92058,Oceanside Unified School District
92059,Valley Center-Pauma Unified School District
92060,Valley Center-Pauma Unified School District
92061,Valley Center-Pauma Unified School District
92064,Poway Unified School District
92065,Ramona City Unified School District
92066,Warner Unified School District
92067,San Dieguito Union High School District
92069,San Marcos Unified School District
92070,Julian Union High School District
92071,Grossmont Union High School District
92075,San Dieguito Union High School District
92078,San Marcos Unified School District
92081,Vista Unified School District
92082,Valley Center-Pauma Unified School District
92083,Vista Unified School District
92084,Vista Unified School District
92086,Warner Unified School District
92091,San Dieguito Union High School District
92092,San Diego City Unified School District
92093,San Diego City Unified School District
92096,San Marcos Unified School District
92101,San Diego City Unified School District
92102,San Diego City Unified School District
92103,San Diego City Unified School District
92104,San Diego City Unified School District
92105,San Diego City Unified School District
92106,San Diego City Unified School District
92107,San Diego City Unified School District
92108,San Diego City Unified School District
92109,San Diego City Unified School District
92110,San Diego City Unified School District
92111,San Diego City Unified School District
92113,San Diego City Unified School District
92114,San Diego City Unified School District
92115,San Diego City Unified School District
92116,San Diego City Unified School District
92117,San Diego City Unified School District
92118,Coronado Unified School District
92119,San Diego City Unified School District
92120,San Diego City Unified School District
92121,San Diego City Unified School District
92122,San Diego City Unified School District
92123,San Diego City Unified School District
92124,San Diego City Unified School District
92126,San Diego City Unified School District
92127,Poway Unified School District
92128,Poway Unified School District
92129,Poway Unified School District
92130,San Dieguito Union High School District
92131,San Diego City Unified School District
92132,San Diego City Unified School District
92134,San Diego City Unified School District
92135,Coronado Unified School District
92136,San Diego City Unified School District
92139,San Diego City Unified School District
92140,San Diego City Unified School District
92145,San Diego City Unified School District
92147,San Diego City Unified School District
92154,Sweetwater Union High School District
92155,Coronado Unified School District
92161,San Diego City Unified School District
92173,Sweetwater Union High School District
92179,San Ysidro Elementary School District
92182,San Diego City Unified School District
92201,Desert Sands Unified School District
92203,Desert Sands Unified School District
92210,Desert Sands Unified School District
92211,Desert Sands Unified School District
92220,Banning Unified School District
92222,San Pasqual Valley Unified School District
92223,Beaumont Unified School District
92225,Palo Verde Unified School District
92227,Brawley Union High School District
92230,Banning Unified School District
92231,Calexico Unified School District
92233,Calipatria Unified School District
92234,Palm Springs Unified School District
92236,Coachella Valley Unified School District
92239,Desert Center Unified School District
92240,Palm Springs Unified School District
92241,Desert Sands Unified School District
92242,Needles Unified School District
92243,Central Union High School District
92249,Central Union High School District
92250,Holtville Unified School District
92251,Imperial Unified School District
92252,Morongo Unified School District
92253,Desert Sands Unified School District
92254,Coachella Valley Unified School District
92256,Morongo Unified School District
92257,Calipatria Unified School District
92258,Palm Springs Unified School District
92259,Imperial Unified School District
92260,Desert Sands Unified School District
92262,Palm Springs Unified School District
92264,Palm Springs Unified School District
92266,San Pasqual Valley Unified School District
92267,Needles Unified School District
92268,Morongo Unified School District
92270,Palm Springs Unified School District
92273,Central Union High School District
92274,Coachella Valley Unified School District
92275,Brawley Union High School District
92276,Palm Springs Unified School District
92277,Needles Unified School District
92278,Morongo Unified School District
92280,Needles Unified School District
92281,Brawley Union High School District
92282,Banning Unified School District
92283,San Pasqual Valley Unified School District
92284,Morongo Unified School District
92285,Lucerne Valley Unified School District
92301,Victor Valley Union High School District
92304,Needles Unified School District
92305,Bear Valley Unified School District
92307,Apple Valley Unified School District
92308,Apple Valley Unified School District
92309,Baker Valley Unified School District
92310,Silver Valley Unified School District
92311,Barstow Unified School District
92313,Colton Joint Unified School District
92314,Bear Valley Unified School District
92315,Bear Valley Unified School District
92316,Colton Joint Unified School District
92317,Rim of the World Unified School District
